Unnamed: 0,Question,Answer,Solution
0,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should all the youngsters below 21 years of age be disallowed from going to a beer bar?
Arguments:
I. No. It is not correct to prevent matured youngsters above 18 years of age who can vote, from having fun.
II. Yes. The entry fee to such pubs should also be hiked.
III. No. There is no such curb in western countries.
IIII. Yes. This will help in preventing youngsters from getting into bad company and imbibing bad habits.

A. Only I is strong
B. Only I and III are strong
C. Only III and IV are strong
D. Only I and IV are strong
E. None is strong
",D,"Clearly, our Constitution considers youngsters above 18 years of age, mature enough to exercise their decisive power in Government by voting. This implies that such individuals can also judge what is good or bad for them. Thus, argument I holds strong. However, at such places, youngsters may be lead astray by certain indecent guys and swayed from the right path into bad indulgences. So, IV also holds strong. Hiking the entry fees is no way to disallow them, and also the idea of imitating the western countries holds no relevance. So, neither II nor III holds strong."
1,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should the government ban all forms of protests including strikes and processions?
Arguments:
I. Yes. This is the only way to teach discipline to the employees.
II. No. Government cannot deprive its citizens of their basic rights.
III. Yes. This is the only way to ensure maximum productivity without disruption of work.

A. None is strong
B. Only I and II are strong
C. Only II and III are strong
D. Only I and III are strong
E. All are strong
",C,"Clearly, strike is not a means of indiscipline but only a practice in which the workers exercise their fundamental right to voice their protest against the atrocities of the management. So, argument I is vague while II holds. Also, the option of resorting to strikes often aggravates petty issues and disrupts work for long periods, thus affecting productivity. So, III also holds strong."
2,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should children be prevented completely from watching television?
Arguments:
I. No. We get vital information regarding education through television.
II. Yes. It hampers the study of children.
III. Yes. Young children are misguided by certain programmes featuring sex and violence.
IIII. No. This is the only way to educate the masses.

A. Only I, II and III are strong
B. Only I is strong
C. Only I, II and IV are strong
D. Only I and II are strong
E. Only I, III and IV are strong
",B,"Clearly, television offers various educational programmes which are of great practical value to the students. So, it serves as a means (but it is not the 'only' means) to educate the masses. Thus, I holds strong while IV does not. Besides, the demerits of watching television, mentioned in II and III, may be done away with by allowing children to watch selected programmes on television, according to a set schedule. So, neither II nor III holds strong."
3,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should mercy death be legalized, i.e., all those who are suffering from terminal diseases be allowed to end their lives if they so desire?
Arguments:
I. No. Nobody should be allowed to end his/her life at his/her will as this goes against the basic tenets of humanity.
II. Yes. Patients undergoing terrible suffering and having absolutely no chance of recovery should be liberated from suffering through mercy death.
III. No. Even mercy death is a sort of killing and killing can never be legalized.

A. None is strong
B. Only I and II are strong
C. Only II and III are strong
D. Only I and III are strong
E. All are strong
",E,"Clearly, mercy death will serve as a liberation to those to whom living is more difficult and painful. But then, it is an inhuman act and does not appeal. So, both arguments II and III hold strong. Besides, it becomes our moral duty to encourage such people to live their lives to the fullest and support them through the crisis/and not demoralize them by allowing them to die if they wish to. Hence, argument I also holds strong."
4,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should seniority be the only criterion for the promotion?
Arguments:
I. No. It would be an injustice to those juniors who are more deserving and suitable for higher positions than their senior counterparts.
II. Yes. Otherwise senior employees do feel humiliated.
III. Yes. Senior employees are more experienced and must be rewarded for the same.

A. None is strong
B. Only I is strong
C. Only I and III are strong
D. Only I and II are strong
E. All are strong
",B,"In an organization, what matters most is productivity and to ensure productivity, the organization needs to have effective managers and innovative, devoted and hard-working employees. Thus, the capability of the individual should be the only criterion for promotion. So, only argument I holds strong, while II and III do not."
0,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should admission to all professional courses be made on the basis of past academic performance rather than through entrance tests?
Arguments:
I. Yes. It will be beneficial for those candidates who are unable to bear the expenses of entrance tests.
II. Yes. Many deserving candidates securing high marks in their qualifying academic examinations do not perform well on such entrance tests.
III. No. The standard of examinations and assessment conducted by different Boards and universities are not comparable and hence there is a need to conduct entrance tests to calibrate them on a common yardstick.

A. Only I and II are strong
B. Only II and III are strong
C. Only I and III are strong
D. Only III is strong
E. All are strong
",D,"Clearly, a policy to select deserving candidates cannot be abolished just because of the expenditure it entails. So, argument I does not hold. Also, students who are intelligent enough to secure good marks in academic exams have no reason not to perform well in entrance tests. So, II also does not hold. Further, the students passed out from different universities are assessed on different patterns and hence a common entrance test would put the candidates to uniform test and assessment. So, only III holds strong."
1,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should there be reservation of jobs in the organizations in the private sector also as in the public sector undertakings in India?
Arguments:
I. Yes. This would give more opportunities of development to the weaker sections of the society and thus help reduce the gap between the affluent and the downtrodden in India.
II. No. The private sector does not get any government assistance and therefore they should not be saddled with such policies.
III. No. Nowhere else in the world such a practice is being followed.
IIII. No. The management of the private sector undertaking would not agree to such compulsions.

A. Only I is strong
B. Only I and II are strong
C. Only I, II and IV are strong
D. Only I and IV are strong
E. All are strong
",A,"The reservation of jobs in the private sector too would surely increase opportunities for weaker sections to improve their economic plight. Thus, argument I is strong enough. Also, private sector companies work on a good profit margin and they can and will have to accommodate such a policy if implemented. So, neither II nor IV holds strong. Further, just imitating other countries holds no relevance. So, argument III also does not hold."
2,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should workers/employees be allowed to participate in the management of factories in India?
Arguments:
I. Yes. It is the present management theory.
II. No. Many workers are illiterate and so their contributions will not be of any value.
III. Yes. Employees-owned companies generally have higher productivity.
IIII. No. Employee-union ownership drives up salaries and wages.

A. Only I and II are strong
B. None is strong
C. Only II and III are strong
D. All are strong
E. None of these
",C,"Argument I in support does not provide a valid reason for the pursuance of the policy. So, it is vague. Argument II provides a valid reason, as literacy is an essential criteria to take proper decisions on policy matters regarding management of factories. Besides, workers, if involved in management, would surely be motivated to work more devotedly, thus enhancing productivity. So, both II and III follow. IV provides a reason too feeble in the light of facts given in II and III. So, IV also does not hold strong."
3,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should women be given equal opportunity in the matter of employment in every field?
Arguments:
I. Yes. They are equally capable.
II. No. They have to shoulder household responsibilities.
III. Yes. They should also go into the outside world.

A. Only I is strong
B. Only I and II are strong
C. Only II and III are strong
D. Only I and III are strong
E. All are strong
",D,"In present times, women are being imparted education at par with the men and are capable of competing with them in all professions and fields. So, argument I holds. Also, women cannot be confined to the household and kept away from the challenges of the outside world against their will. They too have the right to be self-dependent. Besides, present-day women are well looking to outside jobs together with the household jobs. So, argument III holds while II does not."
4,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should government established higher level Institutes of Technology (IIT's) be privatized?
Arguments:
I. Yes. Privatization will make these institutes financially healthy, competitive and quality conscious.
II. Yes. Privatization is the key of the new era - can we survive without it?
III. No. Standard of education of these institutes will fall.

A. None is strong
B. All are strong
C. Only I is strong
D. Only I and III are strong
E. Only II and III are strong
",C,"Clearly, privatization leads to betterment in a bid to win over the others in the field and earn both good reputation and money. So, argument I holds strong. Besides, privatization cannot be opted for just because it is the present trend. Also, privatization would, in no way, deteriorate the educational standards. So, neither II nor III holds."
0,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  ""Private property, trespassers will be prosecuted"" - A notice on a plot of land.
Assumptions:
I. The passerby may read the notice and may not trespass.
II. The people are scared of prosecution.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",E,"Any notice is displayed assuming that people will read the notice and also follow the content of the notice. So, I is implicit. Besides, the notice threatens any trespassers to be prosecuted. So, II is also implicit."
1,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  Without reforming the entire administrative system, we cannot eradicate corruption and prejudice from the society.
Assumptions:
I. The existence of corruption and prejudice is good.
II. There is enough flexibility to change the administrative system.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",B,"The statement talks of eradicating corruption and prejudice from the society, which indicates that these aspects are undesirable. So, I is not implicit. Besides, the statement mentions about reforming the administrative system. So, II is implicit."
2,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  The civic authority has advised the residents in the area to use mosquito repellents or sleep inside nets as large number of people are suffering from malaria.
Assumptions:
I. Local residents have enough money to arrange for the repellents or nets.
II. People may ignore and continue to get mosquito bites as they have other pressing needs.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",A,"The civic authority has advised residents to keep away from mosquitoes to avert the risk of malaria. Such an advice would surely be adhered to by the people. So, II is not implicit. Besides, it has been advised to use mosquito repellents or nets. This means that people can afford to buy the same. So, I is implicit."
3,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  Vitamin E tablets improve circulation, keep your complexion in a glowing condition.
Assumptions:
I. People like a glowing complexion.
II. Complexion becomes dull in the absence of circulation.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",E,"Generally, only that good feature of a product is highlighted which people crave for. So, I is implicit. Since complexion glows if circulation is improved, so II is also implicit."
4,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  ""Ensure a good Slight's sleeps for your family with safe and effective X mosquito coil."" - An advertisement.
Assumptions:
I. X mosquito coil is better than any other mosquito coil.
II. A good night's sleep is desirable.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",B,"The statement mentions the good qualities of X coil but this does not mean it is the best. So, I is not implicit. Besides, an advertisement highlights the feature which is desirable by customers and can lure them. So, II is implicit."
0,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  ""Please do not wait for me, I may be late, start taking lunch as soon as the guests arrive. - A message from a Director of a Company to his office managers.
Assumptions:
I. Keeping guests waiting is not desirable.
II. Lunch may not be ready in time.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",A,"Clearly, the Director instructs his managers not to keep the guests waiting because of him and to proceed with lunch soon after their arrival. This implies that lunch would be ready in time. So, only I is implicit."
1,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  If you have any problems, bring them to me.
Assumptions:
I. You have some problems.
II. I can solve any problem.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",B,"The word 'If shows that 'you' do not necessarily have problems. So, I is not implicit. Also, the statement states that problems will be solved by 'me'. So II is implicit."
2,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  A sentence in the letter to the candidates called for written examination - 'You have to bear your expenses on travel etc'.
Assumptions:
I. If not clarified all the candidates may claim reimbursement of expenses.
II. Many organizations reimburse expenses on travel to candidates called for written examination.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",E,"Clearly, not mentioning the condition may provoke all the candidates to demand their claim. So, I is implicit. The condition is mentioned because some companies do reimburse the travel expenses. So, II is also implicit."
3,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  The State Government has abolished the scheme of providing concessional air ticket to students.
Assumptions:
I. Students will not travel by air in future.
II. The students who resort to travel by air can bear the expenses of air ticket.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",B,"The scheme has been abolished not to discourage the students from travelling by air but keeping in mind that the abolition of scheme won't stop them from travelling by air. So, only II is implicit."
4,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  ""To buy a X - T.V, contact Y - the sole agent of X-T.V."" - An advertisement.
Assumptions:
I. People generally prefer to buy T.V. through sole agent.
II. The T.V. producing companies do not sell their products directly.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",D,"The advertisement persuades the people to meet the sole agent Y to buy X-T. V. This does not mean that the people prefer to buy TV. through the sole agent or that the TV. companies only sell their products through the sole agents. So, both I and II are not implicit."
0,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  Why don't you invite Anthony for the Christmas party this year?
Assumptions:
I. Anthony is not from the same city.
II. Unless invited Anthony will not attend the party.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",B,"Anthony's place of living is not mentioned in the statement. So, I is not implicit. Assumption II follows from the statement and so it is implicit."
1,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  Sachin wrote to his brother at Bangalore to collect personally the application form from the University for the Post-graduation Course in Mathematics.
Assumptions:
I. The University may issue application forms to a person other than the prospective student.
II. Sachin's brother may receive the letter well before the last date of collecting application forms.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",E,"Since Sachin has asked his brother to collect the form, it is evident that the university may issue the form to anybody and that Sachin's brother would receive the letter before the last date of collecting the forms. So, both I and II are implicit."
2,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  ""Apply nets on windows to prevent the entrance of mosquitoes in the house.""
Assumptions:
I. The entering of mosquitoes from entrances other than windows is desirable.
II. Nets are not available to apply on doors.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",D,"The statement talks of a way to keep mosquitoes away. This means that entry of mosquitoes in the house is not desirable. So, I is not implicit. Besides, the statement advises using nets on windows. So, nothing about the use of nets on doors, can be deduced. Thus, II is also not implicit."
3,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  Among all the articles, the prices of personal computers show the highest decline from June 2005 to December 2005.
Assumptions:
I. Comparative prices of all the articles in June and December 2005 were available.
II. Prices of personal computers were higher in the first six months than the last six months of 2005.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",E,"Since prices of personal computers show the highest decline among all the articles, it implies that the comparative prices of all the articles was known. So, I is implicit. Also, it being given that prices of computers showed decline during the last six months, it means that they were higher in the first six months. So, II is implicit."
4,"In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.

Statement:  Most people who stop smoking gain weight.
Assumptions:
I. If one stops smoking, one will gain weight.
II. If one does not stop smoking, one will not gain weight.

A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit
",D,"The statement talks of most people' and not 'all'. So, I is not necessarily true. Thus, I is not implicit. The condition, if one does not stop smoking, cannot be deduced from the statement. So, II is also not implicit."
